Time (s),I_magnet (A),theta_magnet (Degrees),V_xy (uV),theta_xy (Degrees),I_xx (uA),V_xx (V),R_xx (kOhms)
0.0917545,0.8619,8.112,9.5927,99.936,Nan,NaN,Nan
0.4926824,0.8619,8.112,9.6970,99.924,Nan,NaN,Nan
0.8796477,0.8619,8.112,9.6784,97.836,Nan,NaN,Nan
1.2696051,0.8620,8.112,9.4399,98.238,Nan,NaN,Nan
1.6575681,0.8620,8.112,9.7529,93.588,Nan,NaN,Nan
2.045531,0.8620,8.112,9.1307,93.63,Nan,NaN,Nan
2.4334938,0.8620,8.112,9.4511,95.196,Nan,NaN,Nan
2.8214567,0.8620,8.112,9.2090,96.516,Nan,NaN,Nan
3.210417,0.8620,8.112,8.9519,97.818,Nan,NaN,Nan
3.5983798,0.8620,8.112,8.9035,95.802,Nan,NaN,Nan
3.9863436,0.8620,8.112,9.1717,98.244,Nan,NaN,Nan
4.3743056,0.8620,8.112,9.7864,98.844,Nan,NaN,Nan
4.7642648,0.8620,8.112,9.8460,99.744,Nan,NaN,Nan
5.1512287,0.8620,8.112,10.3042,97.098,Nan,NaN,Nan
5.5391917,0.8620,8.112,9.5442,95.142,Nan,NaN,Nan
5.9271544,0.8620,8.112,9.3431,99.57,Nan,NaN,Nan
6.3161154,0.8620,8.112,9.6933,99.882,Nan,NaN,Nan
6.705075,0.8620,8.112,10.0434,100.53,Nan,NaN,Nan
7.0930377,0.8620,8.112,10.4122,98.844,Nan,NaN,Nan
7.4810017,0.8620,8.112,9.9689,99.564,Nan,NaN,Nan
7.8699609,0.8620,8.112,10.2223,98.58,Nan,NaN,Nan
8.2579245,0.8620,8.112,10.2111,96.066,Nan,NaN,Nan
8.6468842,0.8620,8.112,10.3973,96.924,Nan,NaN,Nan
9.0348469,0.8620,8.112,10.4346,95.748,Nan,NaN,Nan
9.4238071,0.8620,8.112,10.0695,96.366,Nan,NaN,Nan
9.8107728,0.8620,8.112,10.2781,93.594,Nan,NaN,Nan
10.2017285,0.8620,8.112,10.0174,93.372,Nan,NaN,Nan
10.5906877,0.8620,8.112,10.4756,91.266,Nan,NaN,Nan
10.979648,0.8620,8.112,10.4420,88.728,Nan,NaN,Nan
11.3686082,0.8620,8.112,10.1366,91.854,Nan,NaN,Nan
11.7565711,0.8620,8.112,9.7417,97.188,Nan,NaN,Nan
12.1445339,0.8620,8.112,9.3990,103.452,Nan,NaN,Nan
12.5334964,0.8620,8.112,9.9615,102.63,Nan,NaN,Nan
12.924449,0.8620,8.112,9.7231,104.064,Nan,NaN,Nan
13.3124131,0.8620,8.112,9.7938,105.168,Nan,NaN,Nan
13.7013723,0.8620,8.112,9.5852,104.664,Nan,NaN,Nan
14.0893352,0.8620,8.112,9.5740,105.798,Nan,NaN,Nan
14.4792926,0.8620,8.112,9.6970,104.526,Nan,NaN,Nan
14.8692508,0.8620,8.118,9.6299,103.176,Nan,NaN,Nan
15.257213,0.8620,8.118,9.9429,98.13,Nan,NaN,Nan
15.6461733,0.8620,8.118,9.2611,100.788,Nan,NaN,Nan
16.0341362,0.8620,8.118,10.0174,102.27,Nan,NaN,Nan
16.422099,0.8620,8.118,9.8311,99.474,Nan,NaN,Nan
16.8120566,0.8620,8.118,9.9093,101.964,Nan,NaN,Nan
17.2020142,0.8620,8.118,10.5352,103.632,Nan,NaN,Nan
17.5919717,0.8620,8.118,10.8034,104.37,Nan,NaN,Nan
17.9799346,0.8620,8.118,10.9226,102.774,Nan,NaN,Nan
18.3688949,0.8620,8.118,10.4644,102.348,Nan,NaN,Nan
18.7588528,0.8620,8.118,10.0844,101.448,Nan,NaN,Nan
19.1478126,0.8620,8.118,9.7454,100.842,Nan,NaN,Nan
19.5367728,0.8620,8.118,9.8348,102.048,Nan,NaN,Nan
19.9247357,0.8620,8.118,9.7007,96.366,Nan,NaN,Nan
20.3136959,0.8620,8.118,9.1009,97.872,Nan,NaN,Nan
20.7026573,0.8620,8.118,9.8795,99.564,Nan,NaN,Nan
21.0926136,0.8621,8.118,10.4234,101.298,Nan,NaN,Nan
21.4805776,0.8621,8.118,10.4607,99.45,Nan,NaN,Nan
21.8675426,0.8621,8.118,10.2260,97.398,Nan,NaN,Nan
22.2574996,0.8621,8.118,10.3713,97.65,Nan,NaN,Nan
22.6444657,0.8621,8.118,10.8369,96.354,Nan,NaN,Nan
23.0324283,0.8621,8.118,10.7438,97.122,Nan,NaN,Nan
23.4213883,0.8621,8.118,10.5650,97.626,Nan,NaN,Nan
23.8093512,0.8621,8.118,9.9429,98.904,Nan,NaN,Nan
24.1973141,0.8621,8.118,9.7491,99.594,Nan,NaN,Nan
24.5862746,0.8621,8.118,9.4027,99.006,Nan,NaN,Nan
24.9752352,0.8621,8.118,9.2835,100.128,Nan,NaN,Nan
25.3651922,0.8621,8.118,9.3729,96.75,Nan,NaN,Nan
25.7551502,0.8621,8.118,9.0227,97.14,Nan,NaN,Nan
26.1441113,0.8621,8.118,9.5852,94.062,Nan,NaN,Nan
26.533071,0.8621,8.118,9.3431,95.892,Nan,NaN,Nan
26.9200356,0.8621,8.118,9.4474,98.682,Nan,NaN,Nan
27.3079985,0.8621,8.118,9.2611,98.364,Nan,NaN,Nan
27.6959614,0.8621,8.118,9.3096,99.582,Nan,NaN,Nan
28.0849218,0.8621,8.118,9.9168,96.516,Nan,NaN,Nan
28.47488,0.8621,8.118,10.0993,96.918,Nan,NaN,Nan
28.8628421,0.8621,8.118,10.2819,98.28,Nan,NaN,Nan
29.2527996,0.8621,8.118,9.9578,100.794,Nan,NaN,Nan
29.6397652,0.8621,8.118,10.1030,99.57,Nan,NaN,Nan
30.0277281,0.8621,8.118,10.0472,96.726,Nan,NaN,Nan
30.4156912,0.8621,8.118,9.8386,98.64,Nan,NaN,Nan
30.8046528,0.8621,8.118,9.8460,100.842,Nan,NaN,Nan
31.192614,0.8621,8.118,10.2893,100.638,Nan,NaN,Nan
31.5825723,0.8621,8.118,11.1648,97.074,Nan,NaN,Nan
