Time (s),I_magnet (A),theta_magnet (Degrees),V_xy (uV),theta_xy (Degrees),I_xx (uA),V_xx (V),R_xx (kOhms)
0.1832006,0.8621,8.124,10.3713,99.822,Nan,NaN,Nan
0.5704432,0.8621,8.124,10.5799,97.182,Nan,NaN,Nan
0.9599339,0.8621,8.124,10.5203,90.828,Nan,NaN,Nan
1.3510758,0.8621,8.124,10.2223,91.764,Nan,NaN,Nan
1.7415365,0.8621,8.124,10.2223,92.706,Nan,NaN,Nan
2.1315084,0.8621,8.124,10.1328,94.404,Nan,NaN,Nan
2.5225264,0.8621,8.124,10.6097,96.036,Nan,NaN,Nan
2.9152979,0.8621,8.124,11.1759,97.986,Nan,NaN,Nan
3.3032027,0.8621,8.124,11.4442,98.652,Nan,NaN,Nan
3.6934971,0.8621,8.124,11.4740,97.278,Nan,NaN,Nan
4.082821,0.8621,8.124,11.3845,97.47,Nan,NaN,Nan
4.4712551,0.8621,8.124,11.3249,95.43,Nan,NaN,Nan
4.8880423,0.8621,8.124,10.6991,95.268,Nan,NaN,Nan
5.276513,0.8621,8.124,10.1030,94.56,Nan,NaN,Nan
5.666569,0.8621,8.124,10.0732,94.164,Nan,NaN,Nan
6.0549857,0.8621,8.124,10.3117,94.248,Nan,NaN,Nan
6.4455152,0.8621,8.124,10.1328,93.51,Nan,NaN,Nan
6.8359894,0.8621,8.124,9.7156,96.126,Nan,NaN,Nan
7.2235746,0.8621,8.124,9.5964,97.608,Nan,NaN,Nan
7.6129347,0.8621,8.124,9.1792,102.192,Nan,NaN,Nan
8.00267,0.8621,8.124,9.4772,103.182,Nan,NaN,Nan
8.3924609,0.8621,8.124,9.6262,102.852,Nan,NaN,Nan
8.7811067,0.8621,8.124,9.5666,102.132,Nan,NaN,Nan
9.1715221,0.8621,8.124,9.4772,100.464,Nan,NaN,Nan
9.5592968,0.8621,8.124,9.6262,98.502,Nan,NaN,Nan
9.9481945,0.8621,8.124,10.0434,93.984,Nan,NaN,Nan
10.3378127,0.8621,8.124,9.9242,94.032,Nan,NaN,Nan
10.7277703,0.8621,8.124,9.8944,97.044,Nan,NaN,Nan
11.1188467,0.8621,8.124,10.0136,99.186,Nan,NaN,Nan
11.5091857,0.8621,8.124,10.4607,98.55,Nan,NaN,Nan
11.898832,0.8621,8.124,10.6693,95.478,Nan,NaN,Nan
12.2898564,0.8621,8.124,10.5203,97.068,Nan,NaN,Nan
12.6798827,0.8621,8.124,10.6991,101.43,Nan,NaN,Nan
13.0712444,0.8621,8.124,11.2653,100.86,Nan,NaN,Nan
13.4603908,0.8621,8.124,11.1461,97.008,Nan,NaN,Nan
13.8503456,0.8621,8.124,10.6693,94.968,Nan,NaN,Nan
14.239098,0.8621,8.124,10.4011,95.886,Nan,NaN,Nan
14.6276209,0.8621,8.124,10.4607,97.734,Nan,NaN,Nan
15.018927,0.8621,8.124,10.6991,96.804,Nan,NaN,Nan
15.4080781,0.8621,8.124,10.6097,95.196,Nan,NaN,Nan
15.7990718,0.8621,8.124,10.1925,96.39,Nan,NaN,Nan
16.1911862,0.8621,8.124,9.9540,97.614,Nan,NaN,Nan
16.5803112,0.8621,8.124,9.4772,99.996,Nan,NaN,Nan
16.9705189,0.8621,8.124,9.2984,100.134,Nan,NaN,Nan
17.3605262,0.8621,8.13,9.1494,95.994,Nan,NaN,Nan
17.7490363,0.8621,8.13,9.2090,98.346,Nan,NaN,Nan
18.1378472,0.8621,8.13,9.7156,98.466,Nan,NaN,Nan
18.5266536,0.8621,8.13,9.6560,100.578,Nan,NaN,Nan
18.9170779,0.8621,8.13,9.7454,101.004,Nan,NaN,Nan
19.3068371,0.8621,8.13,9.6560,99.774,Nan,NaN,Nan
19.6957242,0.8621,8.13,9.5964,98.694,Nan,NaN,Nan
20.0863716,0.8621,8.13,9.9242,98.724,Nan,NaN,Nan
20.4764802,0.8621,8.13,10.0732,100.884,Nan,NaN,Nan
20.8671073,0.8621,8.13,10.1030,100.866,Nan,NaN,Nan
21.2567158,0.8621,8.13,9.9242,99.18,Nan,NaN,Nan
21.6452437,0.8621,8.13,9.9838,98.67,Nan,NaN,Nan
22.0323844,0.8621,8.13,10.5203,99.198,Nan,NaN,Nan
22.4202041,0.8621,8.13,10.6097,99.12,Nan,NaN,Nan
22.8093434,0.8621,8.13,10.1627,98.76,Nan,NaN,Nan
23.1972795,0.8621,8.13,9.7156,99.606,Nan,NaN,Nan
23.5857981,0.8621,8.13,9.6560,99.138,Nan,NaN,Nan
23.9733163,0.8621,8.13,9.5368,97.296,Nan,NaN,Nan
24.3610462,0.8621,8.13,9.7156,95.352,Nan,NaN,Nan
24.7489246,0.8621,8.13,9.8944,95.478,Nan,NaN,Nan
25.1378218,0.8621,8.13,10.2819,96.99,Nan,NaN,Nan
25.5262903,0.8621,8.13,10.4309,95.07,Nan,NaN,Nan
25.9133848,0.8621,8.13,10.2521,95.766,Nan,NaN,Nan
26.3031742,0.8621,8.13,10.3415,98.466,Nan,NaN,Nan
26.6941054,0.8621,8.13,10.7289,97.89,Nan,NaN,Nan
27.0840061,0.8621,8.13,10.1627,99.06,Nan,NaN,Nan
27.4748745,0.8621,8.13,10.0732,100.5,Nan,NaN,Nan
27.8658265,0.8621,8.13,10.3415,101.22,Nan,NaN,Nan
28.2556481,0.8621,8.13,10.4607,100.626,Nan,NaN,Nan
28.6458029,0.8621,8.13,10.2223,102.336,Nan,NaN,Nan
29.0368121,0.8621,8.13,10.1627,100.482,Nan,NaN,Nan
29.427025,0.8621,8.13,9.8050,101.118,Nan,NaN,Nan
29.8165919,0.8621,8.13,9.7156,102.102,Nan,NaN,Nan
30.2064326,0.8621,8.13,9.8944,102.84,Nan,NaN,Nan
30.5964409,0.8621,8.13,10.0136,101.754,Nan,NaN,Nan
30.9889041,0.8621,8.13,10.2223,100.83,Nan,NaN,Nan
31.3812458,0.8621,8.13,10.1328,102.102,Nan,NaN,Nan
31.7749859,0.8621,8.13,10.1030,103.032,Nan,NaN,Nan
