Time (s),I_magnet (A),theta_magnet (Degrees),V_xy (uV),theta_xy (Degrees),I_xx (uA),V_xx (V),R_xx (kOhms)
0.1266627,0.8621,8.118,155.7480,11.346,1000.000,1.9920,1.9920
0.6083725,0.8621,8.118,156.2840,10.866,1000.000,1.9920,1.9920
1.0920795,0.8621,8.118,156.0160,10.962,1000.000,1.9920,1.9920
1.5767837,0.8621,8.118,155.4800,11.046,1000.000,1.9920,1.9920
2.0604907,0.8621,8.118,155.6290,11.088,1000.000,1.9920,1.9920
2.5432002,0.8621,8.118,155.3310,10.968,1000.000,1.9920,1.9920
3.0259132,0.8621,8.118,155.1520,11.088,1000.000,1.9920,1.9920
3.5076222,0.8621,8.118,155.4200,11.286,1000.000,1.9920,1.9920
3.9903317,0.8621,8.118,155.1520,11.436,1000.000,1.9920,1.9920
4.4730414,0.8621,8.118,155.3010,11.832,1000.000,1.9920,1.9920
4.9577466,0.8621,8.118,156.4040,11.922,1000.000,1.9920,1.9920
5.4424499,0.8621,8.118,155.7780,11.82,1000.000,1.9920,1.9920
5.9251594,0.8621,8.118,155.1220,11.958,1000.000,1.9920,1.9920
6.4068718,0.8621,8.118,155.0920,12.39,1000.000,1.9920,1.9920
6.8905799,0.8621,8.118,155.6880,12.12,1000.000,1.9920,1.9920
7.3732883,0.8621,8.118,154.6750,12.228,1000.000,1.9920,1.9920
7.8569952,0.8621,8.118,155.1220,11.802,1000.000,1.9920,1.9920
8.3397054,0.8621,8.118,154.8540,11.604,1000.000,1.9920,1.9920
8.8234133,0.8621,8.118,154.0490,11.688,1000.000,1.9920,1.9920
9.3061215,0.8621,8.118,154.7350,11.916,1000.000,1.9920,1.9920
9.7908257,0.8621,8.118,155.3310,11.73,1000.000,1.9920,1.9920
10.2725381,0.8621,8.118,154.0190,11.616,1000.000,1.9920,1.9920
10.7562453,0.8621,8.118,152.8870,11.874,1000.000,1.9920,1.9920
11.2399518,0.8621,8.118,154.5560,11.958,1000.000,1.9920,1.9920
11.7226619,0.8621,8.118,154.1090,11.952,1000.000,1.9920,1.9920
12.2053717,0.8621,8.118,153.0950,12.096,1000.000,1.9920,1.9920
12.6880818,0.8621,8.118,153.7510,11.946,1000.000,1.9921,1.9921
13.170791,0.8621,8.118,154.6450,11.634,1000.000,1.9920,1.9920
13.6525025,0.8621,8.118,154.9730,11.73,1000.000,1.9921,1.9921
14.1342147,0.8621,8.118,155.4500,11.478,1000.000,1.9921,1.9921
14.618919,0.8621,8.118,154.7350,11.346,1000.000,1.9921,1.9921
15.1016287,0.8621,8.118,154.8540,11.568,1000.000,1.9921,1.9921
15.583341,0.8621,8.118,155.8370,11.556,1000.000,1.9921,1.9921
16.0680452,0.8621,8.118,156.4040,11.142,1000.000,1.9921,1.9921
16.5507547,0.8621,8.118,156.2550,11.178,1000.000,1.9921,1.9921
17.0354595,0.8621,8.118,155.7480,11.124,1000.000,1.9921,1.9921
17.519166,0.8621,8.118,156.1350,11.064,1000.000,1.9921,1.9921
18.0038703,0.8621,8.118,156.3440,11.04,1000.000,1.9921,1.9921
18.4875782,0.8621,8.118,156.2840,11.166,1000.000,1.9921,1.9921
18.9702869,0.8621,8.118,155.1220,11.394,1000.000,1.9921,1.9921
19.4519998,0.8621,8.118,155.2710,11.7,1000.000,1.9921,1.9921
19.935706,0.8621,8.118,155.5990,11.412,1000.000,1.9921,1.9921
20.4184172,0.8621,8.118,155.1520,11.184,1000.000,1.9921,1.9921
20.900128,0.8621,8.118,154.9730,11.238,1000.000,1.9921,1.9921
21.3838349,0.8621,8.118,154.8540,11.232,1000.000,1.9921,1.9921
21.8665444,0.8621,8.118,154.9730,11.496,1000.000,1.9921,1.9921
22.3502517,0.8621,8.118,155.3310,11.64,1000.000,1.9921,1.9921
22.8339583,0.8621,8.118,154.0190,11.994,1000.000,1.9921,1.9921
23.316668,0.8621,8.118,153.9600,12.174,1000.000,1.9921,1.9921
23.815335,0.8621,8.118,155.6290,12.042,1000.000,1.9922,1.9922
24.2970471,0.8621,8.118,155.6880,11.652,1000.000,1.9922,1.9922
24.7807544,0.8621,8.118,155.2710,11.844,1000.000,1.9922,1.9922
25.2624664,0.8621,8.118,155.3600,11.928,1000.000,1.9921,1.9921
25.7451764,0.8621,8.118,155.2710,11.982,1000.000,1.9921,1.9921
