Time (s),I_magnet (A),theta_magnet (Degrees),V_xy (uV),theta_xy (Degrees),I_xx (uA),V_xx (V),R_xx (kOhms)
0.1794192,0.8621,8.154,11.1312,99.156,690.0000,0,0
0.4680781,0.8621,8.154,11.2393,99.798,690.0000,0,0
0.760211,0.8621,8.154,11.4926,100.356,690.0000,0,0
1.046863,0.8621,8.154,12.0514,99.816,690.0000,0,0
1.3338514,0.8621,8.154,12.4239,97.626,690.0000,0,0
1.6228635,0.8621,8.154,11.9024,98.682,690.0000,0,0
1.9112034,0.8621,8.154,11.5224,99.942,690.0000,0,0
2.2026075,0.8621,8.154,11.2653,101.754,690.0000,0,0
2.4907248,0.8621,8.154,11.2430,102.186,690.0000,0,0
2.7797848,0.8621,8.154,11.3994,102.282,690.0000,0,0
3.0684943,0.8621,8.154,11.6416,100.14,690.0000,0,0
3.3554255,0.8621,8.154,11.4926,98.772,690.0000,0,0
3.6440979,0.8621,8.154,11.3883,98.388,690.0000,0,0
3.9358415,0.8621,8.154,11.2765,98.688,690.0000,0,0
4.2226652,0.8621,8.154,11.4255,98.868,690.0000,0,0
4.5116256,0.8621,8.154,11.4367,99.258,690.0000,0,0
4.8016383,0.8621,8.154,11.3696,100.086,690.0000,0,0
5.0943097,0.8621,8.154,11.3808,101.766,690.0000,0,0
5.3842723,0.8621,8.154,11.4181,102.522,690.0000,0,0
5.6739394,0.8621,8.154,11.4218,102.78,690.0000,0,0
5.9602866,0.8621,8.154,11.3547,102.264,690.0000,0,0
6.2469017,0.8621,8.154,11.3249,99.828,690.0000,0,0
6.5363604,0.8621,8.154,11.0567,98.874,690.0000,0,0
6.8253565,0.8621,8.154,11.2467,99.138,690.0000,0,0
7.1134486,0.8621,8.154,11.6230,99.366,690.0000,0,0
7.4011224,0.8621,8.154,11.7571,99.942,690.0000,0,0
7.6903021,0.8621,8.154,11.7161,101.028,690.0000,0,0
7.9780589,0.8621,8.154,11.6453,100.098,690.0000,0,0
8.2657473,0.8621,8.154,11.3473,98.892,690.0000,0,0
8.5536589,0.8621,8.154,11.0083,98.436,690.0000,0,0
8.8426995,0.8621,8.154,11.0157,98.484,690.0000,0,0
9.1306779,0.8621,8.154,10.9859,98.328,690.0000,0,0
9.4213891,0.8621,8.154,10.8556,98.724,690.0000,0,0
9.7102118,0.8621,8.154,10.7065,99.99,690.0000,0,0
10.0026333,0.8621,8.154,10.5762,101.712,690.0000,0,0
10.292311,0.8621,8.154,10.5762,101.868,690.0000,0,0
10.5826624,0.8621,8.154,10.4607,101.286,690.0000,0,0
10.8680353,0.8621,8.154,10.2521,98.868,690.0000,0,0
11.1560369,0.8621,8.154,10.0397,97.032,690.0000,0,0
11.4434734,0.8621,8.154,10.1850,95.814,690.0000,0,0
11.7326354,0.8621,8.154,10.4458,96.93,690.0000,0,0
12.0219494,0.8621,8.154,11.0753,96.666,690.0000,0,0
12.3101366,0.8621,8.154,11.3808,96.57,690.0000,0,0
12.5975165,0.8621,8.154,11.2318,97.77,690.0000,0,0
12.8843252,0.8621,8.154,11.1126,98.718,690.0000,0,0
13.1730213,0.8621,8.154,11.0344,99.33,690.0000,0,0
13.462418,0.8621,8.154,11.1648,100.494,690.0000,0,0
13.7513186,0.8621,8.154,11.1834,100.902,690.0000,0,0
14.0382913,0.8621,8.154,11.2355,100.74,690.0000,0,0
14.3292896,0.8621,8.154,11.0642,100.446,690.0000,0,0
14.6195187,0.8621,8.154,11.1089,100.182,690.0000,0,0
14.908101,0.8621,8.154,11.2765,98.256,690.0000,0,0
15.1970875,0.8621,8.154,11.1089,98.802,690.0000,0,0
15.4877424,0.8621,8.154,11.1461,100.146,690.0000,0,0
15.7796124,0.8621,8.154,11.2802,100.74,690.0000,0,0
16.0736539,0.8621,8.154,11.4516,100.968,690.0000,0,0
16.3625651,0.8621,8.154,11.4702,100.944,690.0000,0,0
16.6514006,0.8621,8.154,11.2542,102.036,690.0000,0,0
16.9411682,0.8621,8.154,11.2206,102.93,690.0000,0,0
17.2283571,0.8621,8.154,11.3696,103.806,690.0000,0,0
17.5201715,0.8621,8.154,11.6490,103.158,690.0000,0,0
17.8103807,0.8621,8.154,11.6192,101.928,690.0000,0,0
18.0992989,0.8621,8.154,11.3436,99.186,690.0000,0,0
18.3883408,0.8621,8.154,10.8667,97.098,690.0000,0,0
18.6785395,0.8621,8.154,10.5426,95.742,690.0000,0,0
18.9655905,0.8621,8.154,10.2111,96.558,690.0000,0,0
19.2557486,0.8621,8.154,10.1962,96.966,690.0000,0,0
19.5435075,0.8621,8.154,10.1813,97.098,690.0000,0,0
19.831567,0.8621,8.154,10.5091,95.352,690.0000,0,0
20.1190966,0.8621,8.154,10.6842,94.68,690.0000,0,0
20.4085988,0.8621,8.154,10.8332,95.142,690.0000,0,0
20.6952398,0.8621,8.154,10.9301,96.198,690.0000,0,0
20.9842046,0.8621,8.154,11.0008,97.152,690.0000,0,0
21.2709719,0.8621,8.154,11.1722,97.62,690.0000,0,0
21.5603747,0.8621,8.154,11.5112,97.266,690.0000,0,0
21.8489796,0.8621,8.154,11.7794,96.726,690.0000,0,0
22.1380561,0.8621,8.154,11.6863,98.028,690.0000,0,0
22.4267519,0.8621,8.154,11.3622,99.366,690.0000,0,0
22.7160327,0.8621,8.154,11.0679,100.266,690.0000,0,0
23.0027425,0.8621,8.154,10.9785,99.126,690.0000,0,0
23.2920974,0.8621,8.154,10.9859,97.68,690.0000,0,0
23.5814646,0.8621,8.154,10.9710,95.556,690.0000,0,0
23.871404,0.8621,8.154,10.6581,94.638,690.0000,0,0
24.1580521,0.8621,8.154,10.4942,94.476,690.0000,0,0
24.4481571,0.8621,8.154,10.3862,94.206,690.0000,0,0
24.7359526,0.8621,8.154,10.1701,95.454,690.0000,0,0
25.0251797,0.8621,8.154,10.2930,98.136,690.0000,0,0
25.3126297,0.8621,8.154,10.7326,98.916,690.0000,0,0
25.6027135,0.8621,8.154,11.0902,98.838,690.0000,0,0
25.8927228,0.8621,8.154,11.1834,97.206,690.0000,0,0
26.1805002,0.8621,8.154,10.9226,96.72,690.0000,0,0
26.467276,0.8621,8.154,10.7810,96.102,690.0000,0,0
26.7561282,0.8621,8.154,10.5501,95.52,690.0000,0,0
27.0448734,0.8621,8.154,10.4048,95.16,690.0000,0,0
27.3329972,0.8621,8.154,10.4309,95.688,690.0000,0,0
27.6213474,0.8621,8.154,10.3936,97.098,690.0000,0,0
27.9096413,0.8621,8.154,10.2185,99.582,690.0000,0,0
28.2000771,0.8621,8.154,10.2483,101.502,690.0000,0,0
28.4894103,0.8621,8.154,10.5799,100.548,690.0000,0,0
28.7771366,0.8621,8.154,10.7773,98.268,690.0000,0,0
29.0661113,0.8621,8.154,10.7587,95.358,690.0000,0,0
29.353361,0.8621,8.154,10.2930,95.994,690.0000,0,0
29.6412004,0.8621,8.154,10.3079,99.324,690.0000,0,0
29.9304851,0.8621,8.154,10.4271,103.35,690.0000,0,0
30.2193833,0.8621,8.154,11.1685,103.722,690.0000,0,0
30.5086689,0.8621,8.154,11.4255,101.91,690.0000,0,0
