Time (s),I_magnet (A),theta_magnet (Degrees),V_xy (uV),theta_xy (Degrees),I_xx (uA),V_xx (V),R_xx (kOhms)
0.0538569,0.8618,8.154,10.8369,98.826,Nan,NaN,Nan
0.4461275,0.8618,8.154,10.5762,98.016,Nan,NaN,Nan
0.8362535,0.8618,8.154,10.0472,98.934,Nan,NaN,Nan
1.2260968,0.8618,8.154,9.6895,99.12,Nan,NaN,Nan
1.6152693,0.8618,8.154,9.7491,96.246,Nan,NaN,Nan
2.0044769,0.8618,8.154,9.7268,94.554,Nan,NaN,Nan
2.3945243,0.8618,8.154,9.4921,96.888,Nan,NaN,Nan
2.7828904,0.8618,8.154,9.6001,99.966,Nan,NaN,Nan
3.1726924,0.8618,8.154,9.7827,98.316,Nan,NaN,Nan
3.5632604,0.8618,8.154,9.7976,95.076,Nan,NaN,Nan
3.953441,0.8618,8.154,9.3431,97.89,Nan,NaN,Nan
4.3427034,0.8618,8.154,9.6150,100.746,Nan,NaN,Nan
4.7340445,0.8618,8.154,10.1366,101.874,Nan,NaN,Nan
5.1247745,0.8618,8.154,10.2185,103.254,Nan,NaN,Nan
5.511352,0.8618,8.154,10.4383,104.202,Nan,NaN,Nan
5.9036858,0.8618,8.154,10.4495,102.816,Nan,NaN,Nan
6.2933088,0.8618,8.154,10.3824,101.388,Nan,NaN,Nan
6.6822982,0.8618,8.154,10.1962,99.246,Nan,NaN,Nan
7.0719078,0.8618,8.154,9.8162,100.68,Nan,NaN,Nan
7.4591338,0.8618,8.154,9.9578,100.884,Nan,NaN,Nan
7.8505809,0.8618,8.154,10.0099,98.556,Nan,NaN,Nan
8.2464445,0.8618,8.154,9.8013,97.074,Nan,NaN,Nan
8.6366159,0.8618,8.154,9.5890,98.646,Nan,NaN,Nan
9.0258571,0.8618,8.154,9.4586,99.006,Nan,NaN,Nan
9.4148733,0.8618,8.154,9.3133,96.732,Nan,NaN,Nan
9.8035702,0.8618,8.154,9.1643,94.146,Nan,NaN,Nan
10.1933999,0.8618,8.154,9.0004,95.226,Nan,NaN,Nan
10.5810729,0.8618,8.154,8.9445,98.256,Nan,NaN,Nan
10.9703054,0.8618,8.154,9.1084,100.314,Nan,NaN,Nan
11.359648,0.8618,8.154,9.3170,100.044,Nan,NaN,Nan
11.7484016,0.8618,8.154,9.4958,100.608,Nan,NaN,Nan
12.1397892,0.8618,8.154,9.7082,101.838,Nan,NaN,Nan
12.5287915,0.8618,8.154,9.7603,101.73,Nan,NaN,Nan
12.9196601,0.8618,8.154,9.5927,100.074,Nan,NaN,Nan
13.3089617,0.8618,8.154,9.5107,100.248,Nan,NaN,Nan
13.700004,0.8618,8.154,9.5182,100.824,Nan,NaN,Nan
14.0909353,0.8618,8.154,9.5294,101.268,Nan,NaN,Nan
14.4830355,0.8618,8.154,9.6523,99,Nan,NaN,Nan
14.8711396,0.8618,8.154,9.5890,96.882,Nan,NaN,Nan
15.258644,0.8618,8.154,9.4623,95.724,Nan,NaN,Nan
15.6467116,0.8618,8.154,9.0153,97.05,Nan,NaN,Nan
16.0365116,0.8618,8.154,9.3356,99.18,Nan,NaN,Nan
16.4267963,0.8618,8.154,9.4362,99.162,Nan,NaN,Nan
16.8161148,0.8618,8.154,9.4921,101.478,Nan,NaN,Nan
17.2049484,0.8618,8.154,9.6262,101.976,Nan,NaN,Nan
17.5951433,0.8618,8.154,9.6635,102.534,Nan,NaN,Nan
17.9857301,0.8618,8.154,9.5517,103.032,Nan,NaN,Nan
18.3755836,0.8618,8.154,9.7044,101.586,Nan,NaN,Nan
18.7668552,0.8618,8.154,9.4735,97.68,Nan,NaN,Nan
19.1553119,0.8618,8.154,9.4139,97.23,Nan,NaN,Nan
19.5451459,0.8618,8.154,9.6299,99.75,Nan,NaN,Nan
19.9379854,0.8618,8.154,9.7454,101.274,Nan,NaN,Nan
20.3278094,0.8618,8.154,9.7342,101.112,Nan,NaN,Nan
20.7160033,0.8618,8.154,9.6225,101.382,Nan,NaN,Nan
21.1041581,0.8618,8.154,9.6262,99.774,Nan,NaN,Nan
21.494832,0.8618,8.154,9.4325,98.064,Nan,NaN,Nan
21.8859132,0.8618,8.154,9.3282,97.35,Nan,NaN,Nan
22.2760243,0.8618,8.154,9.0674,97.998,Nan,NaN,Nan
22.6665803,0.8618,8.154,8.9482,98.274,Nan,NaN,Nan
23.0559822,0.8618,8.154,8.7992,98.94,Nan,NaN,Nan
23.4441737,0.8618,8.154,8.9370,100.53,Nan,NaN,Nan
23.8324186,0.8618,8.154,9.7790,98.13,Nan,NaN,Nan
24.2227245,0.8618,8.154,9.8497,95.358,Nan,NaN,Nan
24.6131998,0.8618,8.154,10.0099,96.972,Nan,NaN,Nan
25.0032688,0.8618,8.154,10.4532,101.364,Nan,NaN,Nan
25.3926825,0.8618,8.154,10.6581,102.696,Nan,NaN,Nan
25.782764,0.8618,8.154,10.5203,101.286,Nan,NaN,Nan
26.1712688,0.8618,8.154,10.2632,98.382,Nan,NaN,Nan
26.5630464,0.8618,8.154,9.6486,98.466,Nan,NaN,Nan
26.9516114,0.8618,8.154,9.4139,99.462,Nan,NaN,Nan
27.3424209,0.8618,8.154,9.2909,100.038,Nan,NaN,Nan
27.7330258,0.8618,8.154,9.2276,100.284,Nan,NaN,Nan
28.1227495,0.8618,8.154,9.0376,99.672,Nan,NaN,Nan
28.5113092,0.8618,8.154,8.8737,99.468,Nan,NaN,Nan
28.9000692,0.8618,8.154,9.0451,97.812,Nan,NaN,Nan
29.2896971,0.8618,8.154,8.9817,98.244,Nan,NaN,Nan
29.6774774,0.8618,8.154,8.6539,100.872,Nan,NaN,Nan
30.0674182,0.8618,8.154,8.7545,101.922,Nan,NaN,Nan
30.4569829,0.8618,8.154,9.1009,99.558,Nan,NaN,Nan
30.8444949,0.8618,8.154,9.0786,95.286,Nan,NaN,Nan
31.2345621,0.8618,8.154,8.6427,94.476,Nan,NaN,Nan
31.6237782,0.8618,8.154,8.4155,99.816,Nan,NaN,Nan
32.0132269,0.8618,8.154,9.1643,103.326,Nan,NaN,Nan
32.4033999,0.8618,8.154,9.4660,106.626,Nan,NaN,Nan
32.7970354,0.8618,8.154,9.7342,108,Nan,NaN,Nan
33.1859608,0.8618,8.154,9.8870,104.826,Nan,NaN,Nan
33.5757443,0.8618,8.154,9.9652,99.924,Nan,NaN,Nan
33.9662209,0.8618,8.154,9.6150,98.544,Nan,NaN,Nan
34.3561467,0.8618,8.148,9.2425,100.098,Nan,NaN,Nan
34.7468238,0.8618,8.148,8.9370,102.012,Nan,NaN,Nan
35.1362402,0.8618,8.148,8.9557,102.48,Nan,NaN,Nan
35.524032,0.8618,8.148,9.1196,101.856,Nan,NaN,Nan
35.9111276,0.8618,8.148,8.8923,100.158,Nan,NaN,Nan
36.300603,0.8618,8.148,8.7396,99.438,Nan,NaN,Nan
36.6906786,0.8618,8.148,8.8327,100.86,Nan,NaN,Nan
37.079423,0.8618,8.148,9.3170,101.748,Nan,NaN,Nan
37.4661772,0.8618,8.148,9.7193,99.816,Nan,NaN,Nan
37.8563542,0.8618,8.148,9.4623,97.992,Nan,NaN,Nan
38.2467598,0.8618,8.148,9.1717,97.968,Nan,NaN,Nan
38.6353789,0.8618,8.148,8.7843,97.662,Nan,NaN,Nan
39.0247535,0.8618,8.148,8.7023,96.312,Nan,NaN,Nan
39.4145517,0.8618,8.148,8.9333,94.896,Nan,NaN,Nan
39.8050832,0.8618,8.148,9.0525,95.508,Nan,NaN,Nan
40.1941932,0.8618,8.148,8.9072,97.482,690.0000,0,0
40.5838918,0.8618,8.148,9.7268,95.532,690.0000,0,0
40.9752607,0.8618,8.148,10.3228,92.598,690.0000,0,0
41.5346065,0.8618,8.148,10.1328,92.292,1000.000,4.1175,4.1175
42.0215063,0.8618,8.148,109.2190,-101.334,1000.000,4.1178,4.1178
42.5069721,0.8618,8.148,109.2190,-127.176,1000.000,4.1179,4.1179
42.9909165,0.8618,8.148,109.2190,-142.368,1000.000,4.1180,4.1180
43.4749111,0.8618,8.148,86.0137,-113.88,1000.000,4.1177,4.1177
43.9604205,0.8618,8.148,28.0255,-90.522,1000.000,4.1177,4.1177
44.4466071,0.8618,8.148,29.6274,-39.348,1000.000,4.1181,4.1181
44.9296591,0.8618,8.148,34.7088,9.642,1000.000,4.1175,4.1175
45.4141267,0.8618,8.148,47.1736,10.86,1000.000,4.1176,4.1176
45.8967874,0.8618,8.154,54.0020,16.05,1000.000,4.1177,4.1177
46.3817329,0.8618,8.154,56.0957,17.118,1000.000,4.1177,4.1177
46.8661345,0.8618,8.154,60.7932,17.256,1000.000,4.1176,4.1176
47.3518856,0.8618,8.154,60.2494,16.932,1000.000,4.1173,4.1173
47.8410524,0.8618,8.154,61.8440,16.95,1000.000,4.1179,4.1179
48.3250751,0.8618,8.154,62.5444,17.172,1000.000,4.1177,4.1177
48.8100789,0.8618,8.154,62.2575,18.018,1000.000,4.1176,4.1176
49.2932995,0.8618,8.154,64.5188,16.962,1000.000,4.1174,4.1174
49.7783248,0.8618,8.154,65.3905,16.02,1000.000,4.1177,4.1177
50.2621368,0.8618,8.154,64.1500,17.508,1000.000,4.1179,4.1179
50.7463409,0.8618,8.148,62.3171,19.182,1000.000,4.1180,4.1180
