Time (s),I_magnet (A),theta_magnet (Degrees),V_xy (uV),theta_xy (Degrees),I_xx (uA),V_xx (V),R_xx (kOhms)
0.1846829,0.8621,8.13,9.8944,97.188,Nan,NaN,Nan
0.5777495,0.8621,8.13,9.7752,97.884,Nan,NaN,Nan
0.9678068,0.8621,8.13,10.4607,98.652,Nan,NaN,Nan
1.3552357,0.8621,8.13,10.9673,99.168,Nan,NaN,Nan
1.7449125,0.8621,8.13,11.1461,99.198,Nan,NaN,Nan
2.1359587,0.8621,8.13,10.8183,99.33,Nan,NaN,Nan
2.5257638,0.8621,8.13,10.4905,98.85,Nan,NaN,Nan
2.9135507,0.8621,8.13,10.4011,96.492,Nan,NaN,Nan
3.3022481,0.8621,8.13,10.0434,97.326,Nan,NaN,Nan
3.6922735,0.8621,8.13,10.2819,97.65,Nan,NaN,Nan
4.0814508,0.8621,8.13,10.8779,97.752,Nan,NaN,Nan
4.4716537,0.8621,8.13,11.1461,97.89,Nan,NaN,Nan
4.8608675,0.8621,8.13,10.8779,98.346,Nan,NaN,Nan
5.2485919,0.8621,8.13,10.4905,98.118,Nan,NaN,Nan
5.6385937,0.8621,8.13,10.1328,96.63,Nan,NaN,Nan
6.0294901,0.8621,8.13,9.8646,98.034,Nan,NaN,Nan
6.418166,0.8621,8.13,9.8646,99.288,Nan,NaN,Nan
6.815586,0.8621,8.13,10.4309,98.016,Nan,NaN,Nan
7.2073417,0.8621,8.13,10.9375,95.256,Nan,NaN,Nan
7.5983122,0.8621,8.13,11.2653,95.274,Nan,NaN,Nan
7.988017,0.8621,8.13,11.4740,99.162,Nan,NaN,Nan
8.3779024,0.8621,8.13,11.4442,96.996,Nan,NaN,Nan
8.7662159,0.8621,8.13,10.6395,98.946,Nan,NaN,Nan
9.1565675,0.8621,8.13,10.8481,98.55,Nan,NaN,Nan
9.5449413,0.8621,8.13,11.0269,98.766,Nan,NaN,Nan
9.9347585,0.8621,8.13,10.8183,100.074,Nan,NaN,Nan
10.3256224,0.8621,8.13,10.5203,99.954,Nan,NaN,Nan
10.7143851,0.8621,8.13,10.6395,98.598,Nan,NaN,Nan
11.1031016,0.8621,8.13,10.7289,96.492,Nan,NaN,Nan
