Time (s),I_magnet (A),theta_magnet (Degrees),V_xy (uV),theta_xy (Degrees),I_xx (uA),V_xx (V),R_xx (kOhms)
0.1461978,0.8613,8.154,9.0786,101.526,690.0000,0,0
0.5362433,0.8613,8.154,9.4362,102.132,690.0000,0,0
0.9261741,0.8613,8.154,9.6113,98.736,690.0000,0,0
1.312652,0.8613,8.154,9.4362,97.452,690.0000,0,0
1.7036112,0.8613,8.154,9.4027,97.806,690.0000,0,0
2.092369,0.8613,8.154,9.6039,97.968,690.0000,0,0
2.4802466,0.8613,8.154,9.9913,98.586,690.0000,0,0
2.8727575,0.8613,8.154,10.2223,99.396,690.0000,0,0
3.2626636,0.8613,8.154,10.0956,99.51,690.0000,0,0
3.6528349,0.8613,8.154,9.5890,98.802,690.0000,0,0
4.044667,0.8613,8.154,9.3803,99.528,690.0000,0,0
4.4339752,0.8613,8.154,10.0062,98.508,690.0000,0,0
4.8241116,0.8613,8.154,10.4718,98.556,690.0000,0,0
5.2125599,0.8613,8.154,10.1515,99.18,690.0000,0,0
5.6006429,0.8613,8.154,10.1030,100.026,690.0000,0,0
5.9895931,0.8613,8.154,10.0732,99.618,690.0000,0,0
6.380095,0.8613,8.154,10.0807,101.346,690.0000,0,0
6.7697146,0.8613,8.154,10.3154,103.128,690.0000,0,0
7.1556672,0.8613,8.154,10.7512,102.396,690.0000,0,0
7.5444214,0.8613,8.154,10.9189,100.452,690.0000,0,0
7.934226,0.8613,8.154,10.7289,98.346,690.0000,0,0
8.3244445,0.8613,8.154,10.3415,97.026,690.0000,0,0
8.7143465,0.8613,8.154,10.0695,97.758,690.0000,0,0
9.1045695,0.8613,8.154,9.8795,96.726,690.0000,0,0
9.4923099,0.8613,8.154,9.6486,98.64,690.0000,0,0
9.882684,0.8613,8.154,9.7417,100.614,690.0000,0,0
10.2731078,0.8613,8.154,9.8944,101.532,690.0000,0,0
10.6639106,0.8613,8.154,9.8832,101.958,690.0000,0,0
11.0539622,0.8613,8.154,10.2819,102.15,690.0000,0,0
11.4436292,0.8613,8.154,10.3601,100.686,690.0000,0,0
11.8316664,0.8613,8.154,10.0881,99.786,690.0000,0,0
12.2223404,0.8613,8.154,10.0099,98.28,690.0000,0,0
12.6124136,0.8613,8.154,9.8162,99.504,690.0000,0,0
13.0017612,0.8613,8.154,9.9242,99.738,690.0000,0,0
13.3904954,0.8613,8.154,9.6486,98.112,690.0000,0,0
13.7785257,0.8613,8.154,9.1196,95.82,690.0000,0,0
14.169171,0.8613,8.154,9.2127,96.756,690.0000,0,0
14.5593353,0.8613,8.154,9.7827,97.932,690.0000,0,0
14.9464784,0.8613,8.154,10.1291,99.102,690.0000,0,0
15.3360388,0.8613,8.154,10.0285,102.996,690.0000,0,0
15.7283297,0.8613,8.154,10.3079,103.662,690.0000,0,0
16.117919,0.8613,8.154,10.5166,101.202,690.0000,0,0
16.5080834,0.8613,8.154,10.6469,99.036,690.0000,0,0
16.897979,0.8613,8.154,10.7922,98.394,690.0000,0,0
17.2873496,0.8613,8.154,10.7661,96.618,690.0000,0,0
17.6771084,0.8613,8.154,10.2148,96.252,690.0000,0,0
18.067926,0.8613,8.154,9.7827,97.746,690.0000,0,0
18.4583268,0.8613,8.154,10.0993,98.412,690.0000,0,0
18.8483984,0.8613,8.154,10.5613,98.184,690.0000,0,0
19.2355283,0.8613,8.154,10.6358,97.722,690.0000,0,0
19.6254742,0.8613,8.154,10.3266,97.122,690.0000,0,0
20.014632,0.8613,8.154,10.1291,96.054,690.0000,0,0
20.4049128,0.8613,8.154,10.0062,92.964,690.0000,0,0
20.7949292,0.8613,8.154,9.5927,94.872,690.0000,0,0
21.183964,0.8613,8.154,9.4474,97.392,690.0000,0,0
21.5739725,0.8613,8.154,9.3990,98.598,690.0000,0,0
21.9634421,0.8613,8.154,9.4288,98.694,690.0000,0,0
22.355661,0.8613,8.154,9.7044,101.178,690.0000,0,0
22.7469336,0.8613,8.154,9.8758,100.512,690.0000,0,0
23.1337118,0.8613,8.154,9.6374,99.12,690.0000,0,0
23.5246606,0.8613,8.154,9.6039,100.872,690.0000,0,0
23.9125383,0.8613,8.154,10.1589,100.758,690.0000,0,0
24.3012461,0.8613,8.154,10.2260,99.42,690.0000,0,0
24.6893858,0.8613,8.154,10.0434,97.776,690.0000,0,0
25.080039,0.8613,8.154,10.0174,98.946,690.0000,0,0
25.4698431,0.8613,8.154,10.0174,99.714,690.0000,0,0
25.8581395,0.8613,8.154,9.8982,98.46,690.0000,0,0
26.2472206,0.8613,8.154,9.8609,97.608,690.0000,0,0
26.6376126,0.8613,8.154,10.1664,95.274,690.0000,0,0
27.0281777,0.8613,8.154,10.3266,95.1,690.0000,0,0
27.4159501,0.8613,8.154,10.6581,96.942,690.0000,0,0
27.8065206,0.8613,8.154,10.6879,96.912,690.0000,0,0
28.1961746,0.8613,8.154,10.2483,95.922,690.0000,0,0
28.5856889,0.8613,8.154,9.7044,96.816,690.0000,0,0
28.9747406,0.8613,8.154,9.6486,97.932,690.0000,0,0
29.3641886,0.8613,8.154,9.8684,98.544,690.0000,0,0
29.7543163,0.8613,8.154,9.9838,98.328,690.0000,0,0
30.1440814,0.8613,8.154,9.9838,97.908,690.0000,0,0
30.5328783,0.8613,8.154,9.9727,97.242,690.0000,0,0
30.9209469,0.8614,8.148,10.0211,94.65,690.0000,0,0
31.3096719,0.8614,8.148,9.8832,93.378,690.0000,0,0
31.6979253,0.8614,8.148,9.8125,93.936,690.0000,0,0
