Time (s),I_magnet (A),theta_magnet (Degrees),V_xy (uV),theta_xy (Degrees),I_xx (uA),V_xx (V),R_xx (kOhms)
0.3959955,0.8619,8.154,72.0923,16.458,500.0000,1.0207,2.0413
0.8800671,0.8619,8.154,71.6154,16.152,500.0000,1.0207,2.0413
1.3625989,0.8619,8.154,71.2578,16.05,500.0000,1.0207,2.0415
1.8554172,0.8619,8.154,71.5856,15.918,500.0000,1.0207,2.0414
2.3428528,0.8619,8.154,72.5989,16.14,500.0000,1.0209,2.0417
2.8272743,0.8619,8.154,74.5361,16.044,500.0000,1.0208,2.0416
3.3123633,0.8619,8.154,75.6090,15.75,500.0000,1.0209,2.0418
3.7970246,0.8619,8.154,74.3573,16.158,500.0000,1.0208,2.0417
4.2820009,0.8619,8.154,73.2248,16.566,500.0000,1.0210,2.0419
4.7657373,0.8619,8.154,72.7777,16.8,500.0000,1.0209,2.0418
5.2502213,0.8619,8.154,73.2844,16.422,500.0000,1.0210,2.0421
5.7328763,0.8619,8.154,74.0890,16.23,500.0000,1.0210,2.0420
6.2158441,0.8619,8.154,74.7745,17.16,500.0000,1.0211,2.0422
6.7005422,0.8619,8.154,75.2513,17.28,500.0000,1.0211,2.0422
7.1840105,0.8619,8.154,74.6255,17.25,500.0000,1.0211,2.0423
7.6687091,0.8619,8.154,74.8937,16.896,500.0000,1.0212,2.0424
8.1585596,0.8619,8.154,75.1917,16.194,500.0000,1.0212,2.0424
8.6418672,0.8619,8.154,74.7745,16.65,500.0000,1.0213,2.0425
9.1269553,0.8619,8.154,74.4765,16.986,500.0000,1.0212,2.0425
9.6121894,0.8619,8.154,74.2977,16.404,500.0000,1.0214,2.0427
10.0961858,0.8619,8.154,74.0890,16.026,500.0000,1.0213,2.0426
10.5805796,0.8619,8.154,73.7910,15.75,500.0000,1.0214,2.0429
11.0637721,0.8619,8.154,72.9267,15.948,500.0000,1.0214,2.0427
11.5458142,0.8619,8.154,72.2711,16.416,500.0000,1.0215,2.0430
12.0311856,0.8619,8.154,73.3440,16.032,500.0000,1.0214,2.0428
12.516095,0.8619,8.154,73.2546,15.954,500.0000,1.0216,2.0431
13.0024334,0.8619,8.154,72.7777,16.098,500.0000,1.0215,2.0431
