Time (s),I_magnet (A),theta_magnet (Degrees),V_xy (uV),theta_xy (Degrees),I_xx (uA),V_xx (V),R_xx (kOhms)
0.0626679,0.8612,8.13,276.7460,10.092,500.0000,1.5949,3.1897
0.4513279,0.8612,8.13,277.1630,10.224,500.0000,1.5949,3.1897
0.8342504,0.8612,8.13,277.8790,10.248,500.0000,1.5949,3.1897
1.2165473,0.8612,8.13,277.9380,10.272,500.0000,1.5949,3.1897
1.5980955,0.8612,8.13,277.9980,10.338,500.0000,1.5949,3.1897
1.9817792,0.8612,8.13,277.9380,10.374,500.0000,1.5948,3.1897
2.3664799,0.8612,8.13,278.1770,10.356,500.0000,1.5949,3.1898
2.751283,0.8612,8.13,278.7730,10.278,500.0000,1.5949,3.1897
3.1344783,0.8612,8.13,278.3560,10.368,500.0000,1.5949,3.1897
3.5187422,0.8612,8.13,278.5340,10.536,500.0000,1.5949,3.1897
3.90307,0.8612,8.13,278.5340,10.572,500.0000,1.5949,3.1897
4.2898144,0.8612,8.13,278.8920,10.512,500.0000,1.5949,3.1898
4.6744502,0.8612,8.13,279.3090,10.452,500.0000,1.5949,3.1897
5.0584268,0.8612,8.13,279.3090,10.458,500.0000,1.5949,3.1898
5.4442151,0.8612,8.13,279.1300,10.314,500.0000,1.5949,3.1897
5.8275435,0.8612,8.13,278.6540,10.266,500.0000,1.5949,3.1898
6.2130584,0.8612,8.13,277.9380,10.17,500.0000,1.5949,3.1897
6.5977792,0.8612,8.13,277.7000,10.134,500.0000,1.5949,3.1897
6.9801973,0.8612,8.13,277.8790,10.236,500.0000,1.5949,3.1898
7.366082,0.8612,8.13,278.0580,10.242,500.0000,1.5949,3.1898
7.7527569,0.8612,8.13,278.7130,10.248,500.0000,1.5949,3.1897
8.1392512,0.8612,8.13,279.2500,10.23,500.0000,1.5949,3.1897
8.523293,0.8612,8.13,279.2500,10.2,500.0000,1.5949,3.1898
8.9071244,0.8612,8.13,279.4880,10.23,500.0000,1.5949,3.1898
9.2912972,0.8612,8.13,279.4880,10.314,500.0000,1.5949,3.1897
9.6743771,0.8612,8.13,278.8320,10.338,500.0000,1.5949,3.1897
10.0593153,0.8612,8.13,278.4150,10.398,500.0000,1.5948,3.1897
10.4444216,0.8612,8.13,278.5340,10.368,500.0000,1.5949,3.1897
10.8280461,0.8612,8.13,278.4750,10.344,500.0000,1.5948,3.1897
11.2127133,0.8612,8.13,278.1170,10.278,500.0000,1.5949,3.1897
11.5999913,0.8612,8.13,278.2960,10.284,500.0000,1.5949,3.1897
11.982966,0.8612,8.13,278.2960,10.2,500.0000,1.5948,3.1897
12.3687944,0.8612,8.13,277.8790,10.23,500.0000,1.5948,3.1897
12.7555453,0.8612,8.13,277.9380,10.266,500.0000,1.5948,3.1897
13.1403899,0.8612,8.13,278.6540,10.272,500.0000,1.5948,3.1897
13.5243046,0.8612,8.13,279.3690,10.206,500.0000,1.5948,3.1897
13.9070981,0.8612,8.13,279.0710,10.158,500.0000,1.5948,3.1897
14.2895083,0.8612,8.13,278.5340,10.188,500.0000,1.5949,3.1897
14.6741908,0.8612,8.13,278.3560,10.338,500.0000,1.5948,3.1896
15.0577869,0.8612,8.13,278.7730,10.296,500.0000,1.5948,3.1897
15.4427023,0.8612,8.13,279.3690,10.14,500.0000,1.5948,3.1896
15.8277513,0.8612,8.13,278.8320,10.176,500.0000,1.5948,3.1897
16.2099317,0.8612,8.13,278.6540,10.272,500.0000,1.5948,3.1897
16.5927681,0.8612,8.13,278.3560,10.404,500.0000,1.5948,3.1896
16.9761707,0.8612,8.13,278.0580,10.458,500.0000,1.5948,3.1897
17.3594561,0.8612,8.13,277.8790,10.452,500.0000,1.5948,3.1897
17.7453649,0.8612,8.13,277.8790,10.452,500.0000,1.5948,3.1897
18.1299116,0.8612,8.13,278.4150,10.44,500.0000,1.5948,3.1896
18.5169818,0.8612,8.13,278.5940,10.446,500.0000,1.5948,3.1896
18.9027611,0.8612,8.13,278.2360,10.374,500.0000,1.5948,3.1896
19.2883412,0.8612,8.13,278.0580,10.296,500.0000,1.5948,3.1896
19.6730453,0.8612,8.13,278.2960,10.2,500.0000,1.5948,3.1897
20.0564156,0.8612,8.13,278.5940,10.182,500.0000,1.5948,3.1897
20.4427084,0.8611,8.13,278.5340,10.224,500.0000,1.5948,3.1897
20.8272463,0.8611,8.13,278.2360,10.206,500.0000,1.5948,3.1897
21.2145552,0.8611,8.13,277.9980,10.146,500.0000,1.5948,3.1897
21.5986091,0.8611,8.13,278.2360,10.05,500.0000,1.5948,3.1896
21.9814699,0.8611,8.13,278.3560,9.966,500.0000,1.5948,3.1896
22.366362,0.8611,8.13,278.4750,9.948,500.0000,1.5948,3.1896
22.7500857,0.8611,8.13,278.5940,9.966,500.0000,1.5948,3.1896
23.1343291,0.8611,8.13,278.1770,10.05,500.0000,1.5948,3.1896
23.5175445,0.8611,8.13,278.2360,10.044,500.0000,1.5948,3.1896
23.9007113,0.8611,8.13,277.9980,10.116,500.0000,1.5948,3.1896
24.2869919,0.8611,8.13,277.9380,10.29,500.0000,1.5948,3.1896
24.670822,0.8611,8.13,278.2960,10.302,500.0000,1.5948,3.1896
25.055459,0.8611,8.13,278.7730,10.182,500.0000,1.5948,3.1896
25.4391962,0.8611,8.13,278.5940,10.236,500.0000,1.5948,3.1896
25.8247221,0.8611,8.13,278.4150,10.338,500.0000,1.5948,3.1897
26.2070321,0.8611,8.13,278.8920,10.32,500.0000,1.5948,3.1896
