Time (s),I_magnet (A),theta_magnet (Degrees),V_xy (uV),theta_xy (Degrees),I_xx (uA),V_xx (V),R_xx (kOhms)
0.2474344,0.8618,8.154,204.1470,10.758,690.0000,0,0
0.5361898,0.8618,8.154,203.8190,10.722,690.0000,0,0
0.8222216,0.8618,8.154,203.1340,10.74,690.0000,0,0
1.1100333,0.8618,8.154,202.5380,10.812,690.0000,0,0
1.3979488,0.8618,8.154,202.3590,10.872,690.0000,0,0
1.6871313,0.8618,8.154,202.5970,10.968,690.0000,0,0
1.9758074,0.8618,8.154,202.7460,11.04,690.0000,0,0
2.2638184,0.8618,8.154,203.0440,11.172,690.0000,0,0
2.5537039,0.8618,8.154,203.3120,11.172,690.0000,0,0
2.8395832,0.8618,8.154,203.4610,11.106,690.0000,0,0
3.1268983,0.8618,8.154,203.3420,10.812,690.0000,0,0
3.4151012,0.8618,8.154,202.8360,10.686,690.0000,0,0
3.703957,0.8618,8.154,202.8950,10.566,690.0000,0,0
3.9930404,0.8618,8.154,203.4320,10.47,690.0000,0,0
4.2821489,0.8618,8.154,203.9980,10.392,690.0000,0,0
4.5695145,0.8618,8.154,204.2360,10.398,690.0000,0,0
4.8595598,0.8618,8.154,203.8790,10.566,690.0000,0,0
5.148607,0.8618,8.154,203.6700,10.716,690.0000,0,0
5.435537,0.8618,8.154,203.7590,10.77,690.0000,0,0
5.7239999,0.8618,8.154,203.8790,10.776,690.0000,0,0
6.0137209,0.8618,8.154,203.8790,10.722,690.0000,0,0
6.3034856,0.8618,8.154,203.9380,10.68,690.0000,0,0
6.5945179,0.8618,8.154,204.1170,10.626,690.0000,0,0
6.8841514,0.8618,8.154,203.7300,10.524,690.0000,0,0
7.1746547,0.8618,8.154,203.1040,10.578,690.0000,0,0
7.4613828,0.8618,8.154,202.2100,10.728,690.0000,0,0
7.7494014,0.8618,8.154,201.9410,10.974,690.0000,0,0
8.0395612,0.8618,8.154,202.3590,11.154,690.0000,0,0
8.3305456,0.8618,8.154,202.8360,11.262,690.0000,0,0
8.6176195,0.8618,8.154,203.1340,11.214,690.0000,0,0
8.9061313,0.8618,8.154,203.4020,10.998,690.0000,0,0
9.1937143,0.8618,8.154,202.9550,10.788,690.0000,0,0
9.4801168,0.8618,8.154,202.7760,10.728,690.0000,0,0
9.7673318,0.8618,8.154,202.7760,10.74,690.0000,0,0
10.0554058,0.8618,8.154,202.7160,10.746,690.0000,0,0
10.3412426,0.8618,8.154,202.8950,10.752,690.0000,0,0
10.6332399,0.8618,8.154,203.2530,10.728,690.0000,0,0
10.9202923,0.8618,8.154,203.5510,10.632,690.0000,0,0
11.2083126,0.8618,8.154,203.4610,10.59,690.0000,0,0
11.4968746,0.8618,8.154,203.0740,10.602,690.0000,0,0
11.784148,0.8618,8.154,202.6270,10.698,690.0000,0,0
12.0720514,0.8618,8.154,202.5080,10.692,690.0000,0,0
12.3615755,0.8618,8.154,202.6870,10.686,690.0000,0,0
12.6504558,0.8618,8.154,203.0440,10.764,690.0000,0,0
12.9401498,0.8618,8.154,203.6700,10.842,690.0000,0,0
13.227647,0.8618,8.154,203.6700,10.884,690.0000,0,0
13.5169244,0.8618,8.154,203.0740,10.914,690.0000,0,0
13.8051773,0.8618,8.154,202.0900,10.962,690.0000,0,0
14.0918984,0.8618,8.154,201.8220,11.076,690.0000,0,0
14.3797271,0.8618,8.154,202.3290,10.866,690.0000,0,0
14.6691263,0.8618,8.154,202.0900,10.716,690.0000,0,0
14.955658,0.8618,8.154,201.6140,10.662,690.0000,0,0
15.2433937,0.8618,8.154,201.1960,10.794,690.0000,0,0
15.5357757,0.8618,8.154,201.5840,11.004,690.0000,0,0
15.824066,0.8618,8.154,202.2100,11.094,690.0000,0,0
16.1142264,0.8618,8.154,202.8650,11.118,690.0000,0,0
16.4029807,0.8618,8.154,203.3420,11.1,690.0000,0,0
16.6901746,0.8618,8.154,203.5810,11.088,690.0000,0,0
16.9768412,0.8618,8.154,203.7300,11.016,690.0000,0,0
17.2650953,0.8618,8.154,203.9080,10.998,690.0000,0,0
17.5512736,0.8618,8.154,204.2360,10.908,690.0000,0,0
17.8396133,0.8618,8.154,204.0870,10.878,690.0000,0,0
18.1290242,0.8618,8.154,203.8790,10.866,690.0000,0,0
18.4152741,0.8618,8.154,203.5810,10.884,690.0000,0,0
18.702345,0.8618,8.154,203.5210,10.926,690.0000,0,0
18.9896203,0.8618,8.154,203.6100,10.848,690.0000,0,0
19.277885,0.8618,8.154,203.4320,10.836,690.0000,0,0
19.5659848,0.8618,8.154,203.3120,10.8,690.0000,0,0
19.8564489,0.8618,8.154,203.2530,10.74,690.0000,0,0
20.1447041,0.8618,8.154,203.0440,10.698,690.0000,0,0
20.4345466,0.8618,8.154,202.8950,10.722,690.0000,0,0
20.7310178,0.8618,8.154,202.4780,10.848,690.0000,0,0
21.0197689,0.8618,8.154,202.2990,10.956,690.0000,0,0
21.3070246,0.8618,8.154,202.4480,11.04,690.0000,0,0
21.5936544,0.8618,8.154,202.6870,11.058,690.0000,0,0
21.8809412,0.8618,8.154,202.8650,11.064,690.0000,0,0
22.16954,0.8618,8.154,202.8950,11.106,690.0000,0,0
22.4584745,0.8618,8.154,202.8360,11.07,690.0000,0,0
22.7471632,0.8618,8.154,202.8650,11.016,690.0000,0,0
23.0374755,0.8618,8.154,203.1930,10.854,690.0000,0,0
23.3270972,0.8618,8.154,203.2530,10.77,690.0000,0,0
23.617531,0.8618,8.154,203.1930,10.902,690.0000,0,0
23.9055656,0.8618,8.154,203.1040,11.13,690.0000,0,0
24.1938736,0.8618,8.154,203.3420,11.268,690.0000,0,0
24.4813078,0.8618,8.154,203.7590,11.238,690.0000,0,0
24.7699819,0.8618,8.154,203.7890,11.16,690.0000,0,0
25.0569095,0.8618,8.154,203.7890,11.088,690.0000,0,0
25.344661,0.8618,8.154,203.7000,10.914,690.0000,0,0
25.6323642,0.8618,8.154,203.1630,10.776,690.0000,0,0
25.9193635,0.8618,8.154,202.5080,10.65,690.0000,0,0
26.20657,0.8618,8.154,201.8820,10.65,690.0000,0,0
26.4949947,0.8618,8.154,201.8520,10.728,690.0000,0,0
26.781743,0.8618,8.154,202.2690,10.866,690.0000,0,0
27.0697688,0.8618,8.154,202.9550,10.914,690.0000,0,0
27.3604428,0.8618,8.154,203.3420,10.938,690.0000,0,0
27.6482316,0.8618,8.154,203.4020,10.878,690.0000,0,0
27.9381061,0.8618,8.154,202.9250,10.884,690.0000,0,0
28.2265883,0.8618,8.154,202.5670,10.914,690.0000,0,0
28.5146728,0.8618,8.154,202.6570,10.914,690.0000,0,0
28.8015946,0.8618,8.154,202.5670,11.004,690.0000,0,0
29.0883009,0.8618,8.154,202.6270,11.166,690.0000,0,0
29.3765608,0.8618,8.154,202.7460,11.268,690.0000,0,0
29.6661677,0.8618,8.154,202.7760,11.238,690.0000,0,0
29.9521316,0.8618,8.154,203.0140,11.19,690.0000,0,0
30.2398331,0.8618,8.154,203.2830,11.082,690.0000,0,0
30.5287943,0.8618,8.154,203.3420,11.004,690.0000,0,0
30.8196197,0.8618,8.154,203.3120,10.95,690.0000,0,0
31.1082289,0.8618,8.154,203.1040,10.914,690.0000,0,0
31.3960952,0.8618,8.154,203.1040,10.944,690.0000,0,0
31.6849211,0.8618,8.154,203.1340,10.86,690.0000,0,0
31.971481,0.8618,8.154,203.3120,10.788,690.0000,0,0
32.2604077,0.8618,8.154,203.5210,10.782,690.0000,0,0
32.5478223,0.8618,8.154,203.7890,10.734,690.0000,0,0
32.8364316,0.8618,8.154,203.6700,10.746,690.0000,0,0
33.1247669,0.8618,8.154,203.2830,10.746,690.0000,0,0
33.4121793,0.8618,8.154,202.7160,10.854,690.0000,0,0
33.7004154,0.8618,8.154,202.5080,10.974,690.0000,0,0
33.9889254,0.8618,8.154,202.5670,11.076,690.0000,0,0
34.2779101,0.8618,8.154,202.9250,11.04,690.0000,0,0
34.5660909,0.8618,8.154,203.3120,10.944,690.0000,0,0
34.8545785,0.8618,8.154,203.9080,10.83,690.0000,0,0
35.1433519,0.8618,8.154,204.2960,10.734,690.0000,0,0
35.4325061,0.8618,8.154,204.2960,10.632,690.0000,0,0
35.7216298,0.8618,8.154,203.7590,10.692,690.0000,0,0
36.0103165,0.8618,8.154,203.6400,10.836,690.0000,0,0
36.2995836,0.8618,8.154,203.5510,11.034,690.0000,0,0
36.5883036,0.8618,8.154,203.9980,11.052,690.0000,0,0
36.8775262,0.8618,8.154,203.9680,11.022,690.0000,0,0
37.1674511,0.8618,8.154,203.8490,11.028,690.0000,0,0
37.455629,0.8618,8.154,203.9380,11.034,690.0000,0,0
37.7419828,0.8618,8.154,203.9080,11.046,690.0000,0,0
38.030235,0.8618,8.154,203.4610,11.1,690.0000,0,0
38.3176988,0.8618,8.154,202.9250,11.124,690.0000,0,0
38.6050806,0.8618,8.154,202.7160,11.208,690.0000,0,0
38.8926929,0.8618,8.154,203.1630,11.124,690.0000,0,0
39.1829847,0.8618,8.154,203.8190,11.034,690.0000,0,0
