Time (s),I_magnet (A),theta_magnet (Degrees),V_xy (uV),theta_xy (Degrees),I_xx (uA),V_xx (V),R_xx (kOhms)
0.1621586,0.8621,8.154,191.0930,11.214,1000.000,1.9571,1.9571
0.5493943,0.8621,8.154,191.7490,11.136,1000.000,1.9571,1.9571
0.9322721,0.8621,8.154,191.7190,11.244,1000.000,1.9570,1.9570
1.3160258,0.8621,8.154,191.6600,11.346,1000.000,1.9571,1.9571
1.6986554,0.8621,8.154,191.3320,11.244,1000.000,1.9570,1.9570
2.0828727,0.8621,8.154,191.0930,11.178,1000.000,1.9570,1.9570
2.467985,0.8621,8.154,190.9440,11.106,1000.000,1.9570,1.9570
2.8516911,0.8621,8.154,191.1830,10.86,1000.000,1.9569,1.9569
3.2404077,0.8621,8.154,190.1100,10.92,1000.000,1.957,1.957
3.6252543,0.8621,8.154,190.1990,11.106,1000.000,1.9569,1.9569
4.0077823,0.8621,8.154,191.0640,11.19,1000.000,1.9569,1.9569
4.3911194,0.8621,8.154,191.5110,10.98,1000.000,1.9569,1.9569
4.7715628,0.8621,8.154,191.4210,11.076,1000.000,1.9569,1.9569
5.156519,0.8621,8.154,191.8090,11.154,1000.000,1.9569,1.9569
5.5405806,0.8621,8.154,192.2560,11.16,1000.000,1.9568,1.9568
5.9230468,0.8621,8.154,191.9280,11.04,1000.000,1.9569,1.9569
6.3055525,0.8621,8.154,191.5400,10.956,1000.000,1.9568,1.9568
6.6888573,0.8621,8.154,191.1530,10.95,1000.000,1.9568,1.9568
7.0721372,0.8621,8.154,190.3780,11.058,1000.000,1.9568,1.9568
7.4575577,0.8621,8.154,189.9010,11.124,1000.000,1.9568,1.9568
7.8420108,0.8621,8.154,189.5440,11.298,1000.000,1.9568,1.9568
8.2261157,0.8621,8.154,190.3190,11.262,1000.000,1.9567,1.9567
8.6088783,0.8621,8.154,190.2290,11.142,1000.000,1.9568,1.9568
8.9962605,0.8621,8.154,189.9610,11.082,1000.000,1.9567,1.9567
9.3867594,0.8621,8.154,190.1100,11.31,1000.000,1.9568,1.9568
9.7690253,0.8621,8.154,190.6760,11.466,1000.000,1.9568,1.9568
10.1538986,0.8621,8.154,190.9150,11.454,1000.000,1.9567,1.9567
10.5389549,0.8621,8.154,190.4380,11.502,1000.000,1.9568,1.9568
10.9212575,0.8621,8.154,190.6170,11.514,1000.000,1.9567,1.9567
11.3035242,0.8621,8.154,190.9740,11.478,1000.000,1.9568,1.9568
11.6871108,0.8621,8.154,190.8550,11.364,1000.000,1.9567,1.9567
