Time (s),I_magnet (A),theta_magnet (Degrees),V_xy (uV),theta_xy (Degrees),I_xx (uA),V_xx (V),R_xx (kOhms)
0.3255727,0.8611,8.154,419.2010,9.342,500.0000,2.2755,4.5509
1.3119008,0.8611,8.154,419.8570,9.288,500.0000,2.2754,4.5509
2.2953296,0.8611,8.154,420.0360,9.312,500.0000,2.2755,4.5509
3.2790289,0.8611,8.154,419.6780,9.456,500.0000,2.2755,4.5509
4.2640223,0.8611,8.154,419.7380,9.408,500.0000,2.2755,4.5510
5.2466174,0.8611,8.154,419.3210,9.396,500.0000,2.2755,4.5510
6.2302585,0.8611,8.154,418.9630,9.324,500.0000,2.2755,4.5511
7.2129208,0.8611,8.154,420.0360,9.348,500.0000,2.2755,4.5510
8.1970235,0.8611,8.154,419.9170,9.312,500.0000,2.2755,4.5510
9.1798618,0.8611,8.154,419.9170,9.348,500.0000,2.2755,4.5510
10.1648527,0.8611,8.154,420.4530,9.324,500.0000,2.2755,4.5510
11.148786,0.8611,8.154,419.8570,9.552,500.0000,2.2755,4.5510
12.1340322,0.8611,8.154,420.0950,9.492,500.0000,2.2755,4.5510
13.1144335,0.8611,8.154,419.4990,9.432,500.0000,2.2755,4.5511
14.0994589,0.8611,8.154,420.5130,9.228,500.0000,2.2755,4.5511
15.0826262,0.8611,8.154,418.6050,9.276,500.0000,2.2756,4.5511
16.0669289,0.8611,8.154,419.4990,9.276,500.0000,2.2756,4.5512
17.0506964,0.8611,8.154,420.3930,9.246,500.0000,2.2756,4.5512
18.0337161,0.8611,8.154,421.0490,9.27,500.0000,2.2756,4.5512
19.0179403,0.8611,8.154,421.1680,9.366,500.0000,2.2756,4.5512
20.0011958,0.8611,8.154,421.9430,9.156,500.0000,2.2756,4.5511
20.9850664,0.8611,8.154,420.0360,9.282,500.0000,2.2756,4.5512
21.9710534,0.8611,8.154,420.3930,9.306,500.0000,2.2756,4.5512
22.9610094,0.8611,8.154,419.7380,9.276,500.0000,2.2756,4.5512
23.9464238,0.8611,8.154,420.7510,9.282,500.0000,2.2756,4.5512
24.9295307,0.8611,8.154,419.6190,9.306,500.0000,2.2756,4.5513
25.9137697,0.8611,8.154,419.3210,9.372,500.0000,2.2756,4.5512
26.8997171,0.8611,8.154,418.9030,9.198,500.0000,2.2756,4.5512
27.8821198,0.8611,8.154,419.6780,9.348,500.0000,2.2756,4.5513
28.8656836,0.8611,8.154,420.7510,9.21,500.0000,2.2757,4.5513
29.848929,0.8611,8.154,420.9890,9.264,500.0000,2.2756,4.5513
30.8324123,0.8611,8.154,420.6910,9.246,500.0000,2.2757,4.5513
31.814912,0.8611,8.154,419.0230,9.3,500.0000,2.2757,4.5513
32.7977489,0.8611,8.154,419.7380,9.27,500.0000,2.2757,4.5513
33.7805888,0.8611,8.154,419.5590,9.318,500.0000,2.2756,4.5513
34.7635604,0.8611,8.154,420.0950,9.36,500.0000,2.2756,4.5513
35.7475283,0.8611,8.154,421.2870,9.414,500.0000,2.2757,4.5513
36.7323528,0.8611,8.154,420.4530,9.312,500.0000,2.2757,4.5513
37.7198341,0.8611,8.154,420.8110,9.276,500.0000,2.2757,4.5513
38.7044956,0.8611,8.154,419.8570,9.264,500.0000,2.2757,4.5514
39.687561,0.8611,8.154,418.9030,9.384,500.0000,2.2757,4.5514
40.6720471,0.8611,8.154,419.5590,9.432,500.0000,2.2757,4.5514
41.655768,0.8611,8.154,419.6780,9.378,500.0000,2.2757,4.5514
42.6399012,0.8611,8.154,419.5590,9.372,500.0000,2.2757,4.5514
43.6232795,0.8611,8.148,419.3210,9.288,500.0000,2.2757,4.5514
44.6064508,0.8611,8.148,418.6650,9.438,500.0000,2.2757,4.5514
45.5942932,0.8611,8.148,419.7970,9.492,500.0000,2.2757,4.5514
46.5793614,0.8611,8.148,418.9030,9.498,500.0000,2.2757,4.5514
47.5608763,0.8611,8.148,420.2740,9.408,500.0000,2.2757,4.5513
48.5453324,0.8611,8.148,420.3340,9.336,500.0000,2.2757,4.5514
49.5292821,0.8611,8.148,420.1550,9.264,500.0000,2.2757,4.5514
50.5133956,0.8611,8.148,420.5130,9.186,500.0000,2.2757,4.5514
51.4952942,0.8611,8.148,419.9170,9.3,500.0000,2.2757,4.5514
52.4789248,0.8611,8.148,419.4990,9.456,500.0000,2.2757,4.5513
53.4631003,0.8611,8.148,418.9630,9.606,500.0000,2.2757,4.5514
54.4472223,0.8611,8.148,418.9030,9.372,500.0000,2.2757,4.5513
55.4321393,0.8611,8.148,419.3210,9.246,500.0000,2.2756,4.5513
56.4149336,0.8611,8.148,419.4400,9.27,500.0000,2.2757,4.5513
57.3992453,0.8611,8.148,418.6650,9.3,500.0000,2.2757,4.5513
58.3828131,0.8611,8.148,419.0820,9.234,500.0000,2.2757,4.5513
59.3631975,0.8611,8.148,419.0230,9.27,500.0000,2.2756,4.5513
60.347304,0.8611,8.148,419.6190,9.276,500.0000,2.2756,4.5513
61.3292574,0.8611,8.148,418.7840,9.348,500.0000,2.2756,4.5513
62.3134856,0.8611,8.148,418.6650,9.408,500.0000,2.2757,4.5513
63.2966294,0.8611,8.148,419.4400,9.432,500.0000,2.2757,4.5513
64.2822834,0.8611,8.148,419.9170,9.558,500.0000,2.2757,4.5514
65.2666979,0.8611,8.148,419.2010,9.462,500.0000,2.2757,4.5513
66.2486414,0.8611,8.148,419.9170,9.252,500.0000,2.2757,4.5513
67.2331393,0.8611,8.148,420.1550,9.318,500.0000,2.2757,4.5513
68.2169987,0.8611,8.148,420.3930,9.408,500.0000,2.2757,4.5513
69.2026697,0.8611,8.148,420.0950,9.228,500.0000,2.2757,4.5513
70.1875802,0.8611,8.148,420.1550,9.282,500.0000,2.2756,4.5513
71.1729486,0.8611,8.148,419.3800,9.282,500.0000,2.2757,4.5513
72.1569727,0.8611,8.148,419.2610,9.378,500.0000,2.2757,4.5513
73.1406705,0.8611,8.148,419.4400,9.372,500.0000,2.2757,4.5514
74.1245376,0.8611,8.148,419.9170,9.228,500.0000,2.2757,4.5513
75.1066785,0.8611,8.148,418.2480,9.372,500.0000,2.2757,4.5513
76.0917956,0.8611,8.148,417.5920,9.39,500.0000,2.2757,4.5513
77.0780294,0.8611,8.148,420.2150,9.468,500.0000,2.2757,4.5514
78.0620338,0.8611,8.148,419.7970,9.366,500.0000,2.2757,4.5513
79.0434471,0.8611,8.148,418.4260,9.36,500.0000,2.2757,4.5513
80.0277628,0.8611,8.148,420.2740,9.336,500.0000,2.2757,4.5513
81.0136939,0.8611,8.148,421.2870,9.264,500.0000,2.2757,4.5513
81.9968056,0.8611,8.148,421.4070,9.408,500.0000,2.2757,4.5513
