Time (s),I_magnet (A),theta_magnet (Degrees),V_xy (uV),theta_xy (Degrees),I_xx (uA),V_xx (V),R_xx (kOhms)
0.2659902,0.8622,8.154,9.2090,106.53,Nan,NaN,Nan
0.6551617,0.8622,8.154,9.1494,106.158,Nan,NaN,Nan
1.0476727,0.8622,8.154,9.0898,105.612,Nan,NaN,Nan
1.4382857,0.8622,8.154,9.0600,105.132,Nan,NaN,Nan
1.827124,0.8622,8.154,9.0302,104.826,Nan,NaN,Nan
2.2157078,0.8622,8.154,9.0600,104.598,Nan,NaN,Nan
2.6061924,0.8622,8.154,9.0898,104.724,Nan,NaN,Nan
2.9970054,0.8622,8.154,9.1792,104.862,Nan,NaN,Nan
3.3855585,0.8622,8.154,9.3282,105.174,Nan,NaN,Nan
3.7775133,0.8622,8.154,9.4772,105.45,Nan,NaN,Nan
4.1691253,0.8622,8.154,9.5964,105.618,Nan,NaN,Nan
4.5592566,0.8622,8.154,9.7156,105.768,Nan,NaN,Nan
4.9506731,0.8622,8.154,9.8050,105.828,Nan,NaN,Nan
5.3391975,0.8622,8.154,9.8646,105.654,Nan,NaN,Nan
5.7305967,0.8622,8.154,9.8944,105.414,Nan,NaN,Nan
6.120085,0.8622,8.154,9.8944,105.042,Nan,NaN,Nan
6.5100093,0.8622,8.154,9.8646,104.694,Nan,NaN,Nan
6.8995377,0.8622,8.154,9.8050,104.364,Nan,NaN,Nan
7.2884452,0.8622,8.154,9.7454,104.058,Nan,NaN,Nan
7.6776731,0.8622,8.154,9.6858,103.848,Nan,NaN,Nan
8.067973,0.8622,8.154,9.6262,103.794,Nan,NaN,Nan
8.4576626,0.8622,8.154,9.5964,103.674,Nan,NaN,Nan
8.8469471,0.8622,8.154,9.5070,103.668,Nan,NaN,Nan
9.2351425,0.8622,8.154,9.4474,103.716,Nan,NaN,Nan
9.6257078,0.8622,8.154,9.3282,103.836,Nan,NaN,Nan
10.013616,0.8622,8.154,9.2984,104.136,Nan,NaN,Nan
10.4010208,0.8622,8.154,9.2090,104.514,Nan,NaN,Nan
10.791534,0.8622,8.154,9.2090,104.892,Nan,NaN,Nan
11.1808972,0.8622,8.154,9.2090,105.42,Nan,NaN,Nan
11.5686931,0.8622,8.154,9.2388,105.438,Nan,NaN,Nan
11.9568329,0.8622,8.154,9.2984,104.904,Nan,NaN,Nan
12.3453685,0.8622,8.154,9.3580,103.668,Nan,NaN,Nan
12.7339253,0.8622,8.154,9.4176,102.246,Nan,NaN,Nan
13.1217679,0.8622,8.154,9.4474,100.956,Nan,NaN,Nan
13.5086771,0.8622,8.154,9.5070,99.774,Nan,NaN,Nan
13.8974977,0.8622,8.154,9.5368,98.622,Nan,NaN,Nan
14.2868652,0.8622,8.154,9.5666,97.692,Nan,NaN,Nan
14.6764695,0.8622,8.154,9.5964,96.966,Nan,NaN,Nan
15.0668136,0.8622,8.154,9.6560,96.24,Nan,NaN,Nan
15.4530497,0.8622,8.154,9.6560,95.73,Nan,NaN,Nan
15.8410715,0.8622,8.154,9.6560,95.328,Nan,NaN,Nan
16.230324,0.8622,8.154,9.6858,95.016,Nan,NaN,Nan
16.6197255,0.8622,8.154,9.7752,94.392,Nan,NaN,Nan
17.0086652,0.8622,8.154,9.8646,93.768,Nan,NaN,Nan
17.3992419,0.8622,8.154,9.9242,93.354,Nan,NaN,Nan
17.7897509,0.8622,8.154,10.0136,93.048,Nan,NaN,Nan
18.1777628,0.8622,8.154,10.0434,93.126,Nan,NaN,Nan
18.5649071,0.8622,8.154,10.0732,93.216,Nan,NaN,Nan
18.9558072,0.8622,8.154,10.0732,93.504,Nan,NaN,Nan
19.3446648,0.8622,8.154,10.0434,94.188,Nan,NaN,Nan
19.7362476,0.8622,8.154,9.9838,94.878,Nan,NaN,Nan
20.126924,0.8622,8.154,9.9540,95.574,Nan,NaN,Nan
20.5149349,0.8622,8.154,9.8944,96.072,Nan,NaN,Nan
20.9048542,0.8622,8.154,9.8944,96.192,Nan,NaN,Nan
21.2920044,0.8622,8.154,9.8646,96.108,Nan,NaN,Nan
21.6798589,0.8622,8.154,9.8646,95.91,Nan,NaN,Nan
22.0695604,0.8622,8.154,9.8646,95.814,Nan,NaN,Nan
22.4579722,0.8622,8.154,9.8646,96.012,Nan,NaN,Nan
22.8457291,0.8622,8.154,9.8646,96.396,Nan,NaN,Nan
23.2337656,0.8622,8.154,9.8944,96.864,Nan,NaN,Nan
23.6209676,0.8622,8.154,9.8944,97.542,Nan,NaN,Nan
24.0097286,0.8622,8.154,9.8944,98.322,Nan,NaN,Nan
24.3992682,0.8622,8.154,9.8944,99.096,Nan,NaN,Nan
24.7883202,0.8622,8.154,9.8944,99.684,Nan,NaN,Nan
25.1783992,0.8622,8.154,9.8944,100.272,Nan,NaN,Nan
25.567183,0.8622,8.154,9.8944,100.764,Nan,NaN,Nan
25.9577623,0.8622,8.154,9.8944,101.082,Nan,NaN,Nan
26.3477877,0.8622,8.154,9.8348,101.424,Nan,NaN,Nan
26.7372036,0.8622,8.154,9.7752,101.598,Nan,NaN,Nan
27.1275433,0.8622,8.154,9.7156,101.658,Nan,NaN,Nan
27.5173769,0.8622,8.154,9.6858,101.526,Nan,NaN,Nan
27.9057362,0.8622,8.154,9.6262,101.37,Nan,NaN,Nan
28.2967198,0.8622,8.154,9.5964,101.31,Nan,NaN,Nan
28.6849726,0.8622,8.154,9.5368,101.466,Nan,NaN,Nan
29.0736255,0.8622,8.154,9.5070,101.742,Nan,NaN,Nan
29.4649634,0.8622,8.154,9.4772,102.204,Nan,NaN,Nan
29.8515548,0.8622,8.154,9.4474,102.738,Nan,NaN,Nan
30.2426962,0.8622,8.154,9.4474,103.404,Nan,NaN,Nan
30.6329462,0.8622,8.154,9.5368,103.914,Nan,NaN,Nan
31.0241643,0.8622,8.154,9.5964,104.202,Nan,NaN,Nan
31.4137291,0.8622,8.154,9.6560,104.226,Nan,NaN,Nan
31.8038147,0.8622,8.154,9.7156,104.178,Nan,NaN,Nan
32.1943446,0.8622,8.154,9.7156,103.848,Nan,NaN,Nan
32.5843292,0.8622,8.154,9.7454,103.494,Nan,NaN,Nan
32.974809,0.8622,8.154,9.8348,103.074,Nan,NaN,Nan
33.3640296,0.8622,8.154,9.9540,102.714,Nan,NaN,Nan
33.7530134,0.8622,8.154,10.0732,102.252,Nan,NaN,Nan
34.1414419,0.8622,8.154,10.1925,101.844,Nan,NaN,Nan
34.5320854,0.8622,8.154,10.2223,101.658,Nan,NaN,Nan
34.9200837,0.8622,8.154,10.1925,101.808,Nan,NaN,Nan
35.3105565,0.8622,8.154,10.0732,102.126,Nan,NaN,Nan
35.6992371,0.8622,8.154,10.0136,102.51,Nan,NaN,Nan
36.0884724,0.8622,8.154,9.9540,102.666,Nan,NaN,Nan
36.4765656,0.8622,8.154,9.8944,102.54,Nan,NaN,Nan
36.8661481,0.8622,8.154,9.8646,102.3,Nan,NaN,Nan
37.2567384,0.8622,8.154,9.8050,101.982,Nan,NaN,Nan
37.6489406,0.8622,8.154,9.7454,101.85,Nan,NaN,Nan
38.0377124,0.8622,8.154,9.7156,101.772,Nan,NaN,Nan
38.4257613,0.8622,8.154,9.6858,101.598,Nan,NaN,Nan
38.813973,0.8622,8.154,9.6560,101.526,Nan,NaN,Nan
39.2019778,0.8622,8.154,9.6262,101.754,Nan,NaN,Nan
39.5931958,0.8622,8.154,9.6262,102.162,Nan,NaN,Nan
39.9838728,0.8622,8.154,9.6262,102.474,Nan,NaN,Nan
40.3741542,0.8622,8.154,9.6262,102.666,Nan,NaN,Nan
40.7646113,0.8622,8.154,9.6262,102.69,Nan,NaN,Nan
41.1551795,0.8622,8.154,9.5964,102.69,Nan,NaN,Nan
41.5454671,0.8622,8.154,9.6262,102.498,Nan,NaN,Nan
41.9345103,0.8622,8.154,9.6262,101.994,Nan,NaN,Nan
42.3241811,0.8622,8.154,9.5964,101.118,Nan,NaN,Nan
42.7125758,0.8622,8.154,9.5368,100.248,Nan,NaN,Nan
43.0997375,0.8622,8.154,9.4772,99.498,Nan,NaN,Nan
43.4873898,0.8622,8.154,9.4474,98.832,Nan,NaN,Nan
43.8769638,0.8622,8.154,9.3878,98.448,Nan,NaN,Nan
44.2643859,0.8622,8.154,9.3878,98.16,Nan,NaN,Nan
44.6556971,0.8622,8.154,9.3878,97.842,Nan,NaN,Nan
45.0452645,0.8622,8.154,9.4176,97.404,Nan,NaN,Nan
45.4368374,0.8622,8.154,9.4772,97.062,Nan,NaN,Nan
45.8269932,0.8622,8.154,9.5368,96.804,Nan,NaN,Nan
46.2144246,0.8622,8.154,9.6262,96.744,Nan,NaN,Nan
46.6034461,0.8622,8.154,9.7156,96.762,Nan,NaN,Nan
46.9921002,0.8622,8.154,9.8050,96.894,Nan,NaN,Nan
47.3809646,0.8622,8.154,9.8944,97.152,Nan,NaN,Nan
47.7704528,0.8622,8.154,9.8944,97.542,Nan,NaN,Nan
48.1609968,0.8622,8.154,9.8944,98.226,Nan,NaN,Nan
48.5513542,0.8622,8.154,9.8646,99.126,Nan,NaN,Nan
48.9414118,0.8622,8.154,9.8646,99.924,Nan,NaN,Nan
49.3309586,0.8622,8.154,9.8348,100.626,Nan,NaN,Nan
